Organization legal name or 'doing business as' name,Group PAC ID,State,Participating in PQRS,Measure Identifier,Measure Title,Inverse Measure,Measure Performance Rate,Footnote,Reporting Mechanism,Reported on PC Live Site
UNIVERSITY OF UTAH COMMUNITY PHYSICIANS GROUP,9739403569,UT,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,15,,REG,N
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,89,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,78,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,53,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,47,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,9,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,90,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,71,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,11,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,34,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,92,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,94,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,59,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,5,,WI,Y
UNIVERSITY OF MINNESOTA PHYSICIANS,9830001189,MN,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,100,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,81,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,93,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,77,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,84,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,77,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,94,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,58,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,74,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,53,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,92,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,98,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,40,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,60,,WI,Y
VIRGINIA MASON MEDICAL CENTER,9830002617,WA,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,100,,WI,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,50,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_143_1,Oncology: Medical and Radiation  Pain Intensity Quantified,N,0,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_144_1,Oncology: Medical and Radiation  Plan of Care for Pain,N,2,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,N,82,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_47_1,Care Plan,N,91,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_69_1,Hematology: Multiple Myeloma: Treatment with Bisphosphonates,N,41,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_70_1,Hematology: Chronic Lymphocytic Leukemia (CLL): Baseline Flow Cytometry,N,19,,REG,Y
ONCOLOGY HEMATOLOGY ASSOCIATION INC,9830003300,PA,Y,PQRS_GRP_71_1,Breast Cancer: Hormonal Therapy for Stage IC -IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer,N,27,,REG,Y
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,100,,REG,Y
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,,PQRS_GRP_205_1,"HIV/AIDS: Sexually Transmitted Disease Screening for Chlamydia, Gonorrhea, and Syphilis",N,100,,REG,N
UNIVERSITY PHYSICIAN ASSOCIATES OF NEW JERSEY INC,9830003417,NJ,,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,N,100,,REG,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,50,,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,90,,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,,1,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,86,,WI,Y
UNITY FAMILY HEALTHCARE,9830003516,MN,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,,1,WI,Y
WASHINGTON UNIVERSITY,9830008770,MO,Y,PQRS_GRP_402_1,Tobacco Use and Help with Quitting Among Adolescents,N,98,,REG,N
WASHINGTON UNIVERSITY,9830008770,MO,Y,PQRS_GRP_44_1,Coronary Artery Bypass Graft (CABG): Preoperative Beta-Blocker in Patients with Isolated CABG Surgery,N,99,,REG,Y
WASHINGTON UNIVERSITY,9830008770,MO,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,92,,REG,Y
HUNTERDON MEDICAL CENTER,9830009711,NJ,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,76,,REG,Y
HUNTERDON MEDICAL CENTER,9830009711,NJ,Y,PQRS_GRP_126_1,"Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy  Neurological Evaluation",N,74,,REG,Y
HUNTERDON MEDICAL CENTER,9830009711,NJ,Y,PQRS_GRP_163_1,Diabetes: Foot Exam,N,77,,REG,Y
HUNTERDON MEDICAL CENTER,9830009711,NJ,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,10,,REG,N
HUNTERDON MEDICAL CENTER,9830009711,NJ,Y,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,Y,2,,REG,Y
HUNTERDON MEDICAL CENTER,9830009711,NJ,Y,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,N,51,,REG,Y
NEBRASKA SPINE CENTER LLP,9830080613,NE,,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,,REG,Y
NEBRASKA SPINE CENTER LLP,9830080613,NE,,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,100,,REG,Y
"PLEASANTVILLE PHYSICAL THERAPY SPORTS CARE, PC",9830088814,NY,,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,98,,REG,Y
"PLEASANTVILLE PHYSICAL THERAPY SPORTS CARE, PC",9830088814,NY,,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,Y,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,N,89,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,94,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic  First OR Second Generation Cephalosporin,N,100,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,100,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100,,REG,Y
UNIVERSITY ORTHOPAEDIC CLINIC P C,9830091859,AL,Y,PQRS_GRP_47_1,Care Plan,N,92,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,79,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,3,,REG,N
ST AGNES HEALTHCARE INC,9830092733,MD,Y,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,Y,1,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,93,,REG,Y
ST AGNES HEALTHCARE INC,9830092733,MD,Y,PQRS_GRP_93_1,Acute Otitis Externa (AOE): Systemic Antimicrobial Therapy  Avoidance of Inappropriate Use,N,95,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,N,23,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_146_1,Radiology: Inappropriate Use of Probably Benign Assessment Category in Mammography Screening*,Y,0,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,N,72,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,N,68,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic  First OR Second Generation Cephalosporin,N,2,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,N,98,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,69,,REG,Y
CAPE RADIOLOGY GROUP PC,9830093236,MO,Y,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,N,100,,REG,Y
REGENTS OF THE UNIVERSITY OF CALIFORNIA,9830094275,CA,Y,PQRS_GRP_47_1,Care Plan,N,65,,REG,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,67,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,80,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_112_1,Breast Cancer Screening,N,83,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_113_1,Colorectal Cancer Screening,N,75,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_117_1,Diabetes: Eye Exam,N,62,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,92,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,65,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,98,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,28,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,92,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,91,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,43,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,55,,WI,Y
SUTTER MEDICAL FOUNDATION,9830094515,CA,Y,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,96,,WI,Y
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,89,,REG,Y
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,86,,REG,Y
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,Y,PQRS_GRP_144_1,Oncology: Medical and Radiation  Plan of Care for Pain,N,78,,REG,Y
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,Y,PQRS_GRP_154_1,Falls: Risk Assessment,N,98,,REG,Y
UNIVERSITY OF MIAMI ANESTHESIOLOGY,9830095751,FL,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,98,,REG,Y
NORTH AMERICAN PARTNERS IN PAIN MANAGEMENT LLP,9830097872,NY,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,100,,REG,Y
NORTH AMERICAN PARTNERS IN PAIN MANAGEMENT LLP,9830097872,NY,Y,PQRS_GRP_47_1,Care Plan,N,42,,REG,Y
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,61,,REG,Y
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,97,,REG,Y
"OSU OTOLARYNGOLOGY HEAD AND NECK SURGERY, LLC",9830114529,OH,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,76,,REG,Y
MIDWEST NEPHROLOGY ASSOCIATES PC,9830129063,OK,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,97,,REG,Y
MIDWEST NEPHROLOGY ASSOCIATES PC,9830129063,OK,Y,PQRS_GRP_122_1,Adult Kidney Disease: Blood Pressure Management,N,81,,REG,N
MIDWEST NEPHROLOGY ASSOCIATES PC,9830129063,OK,Y,PQRS_GRP_122_3,Adult Kidney Disease: Blood Pressure Management,N,98,,REG,Y
MIDWEST NEPHROLOGY ASSOCIATES PC,9830129063,OK,Y,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,N,95,,REG,Y
"ARLINGTON URGENT CARE, LLC",9830131739,VA,Y,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,41,,REG,Y
"ARLINGTON URGENT CARE, LLC",9830131739,VA,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,98,,REG,Y
SAINT LUKES PHYSICIAN GROUP II LLC,9830196799,MO,Y,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,100,,REG,Y
HEART CARE CFL PA,9830220854,FL,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,37,,REG,Y
HEART CARE CFL PA,9830220854,FL,Y,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,Y,5,,REG,N
HEART CARE CFL PA,9830220854,FL,Y,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,Y,1,,REG,Y
HEART CARE CFL PA,9830220854,FL,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,78,,REG,Y
VITALOGY PA,9830273648,TX,Y,PQRS_GRP_137_1,Melanoma: Continuity of Care  Recall System,N,83,,REG,Y
VITALOGY PA,9830273648,TX,Y,PQRS_GRP_138_1,Melanoma: Coordination of Care,N,83,,REG,Y
VITALOGY PA,9830273648,TX,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,99,,REG,Y
VITALOGY PA,9830273648,TX,Y,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,N,100,,REG,N
VITALOGY PA,9830273648,TX,Y,PQRS_GRP_265_1,Biopsy Follow-Up,N,100,,REG,Y
"RAPID REHAB AND WELLNESS CENTER, INC.",9830298603,NV,,PQRS_GRP_131_1,Pain Assessment and Follow-Up,N,97,,REG,Y
"RAPID REHAB AND WELLNESS CENTER, INC.",9830298603,NV,,PQRS_GRP_154_1,Falls: Risk Assessment,N,85,,REG,Y
"RAPID REHAB AND WELLNESS CENTER, INC.",9830298603,NV,,PQRS_GRP_155_1,Falls: Plan of Care,N,95,,REG,Y
"RAPID REHAB AND WELLNESS CENTER, INC.",9830298603,NV,,PQRS_GRP_182_1,Functional Outcome Assessment,N,100,,REG,Y
"GASTROINTESTINAL SPECIALISTS FOUNDATION, INC.",9830334010,TN,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,69,,REG,Y
"GASTROINTESTINAL SPECIALISTS FOUNDATION, INC.",9830334010,TN,Y,PQRS_GRP_47_1,Care Plan,N,24,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic  First OR Second Generation Cephalosporin,N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_320_1,Appropriate Follow-Up Interval for Normal Colonoscopy in Average Risk Patients,N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_358_1,Patient-Centered Surgical Risk Assessment and Communication,N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,100,,REG,Y
OPELOUSAS GENERAL HEALTH SYSTEM PHYSICIAN PRACTICES,9830340694,LA,Y,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy  Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,98,,REG,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_112_1,Breast Cancer Screening,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_113_1,Colorectal Cancer Screening,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_117_1,Diabetes: Eye Exam,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,N,100,,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,N,,3,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_318_1,Falls: Screening for Fall Risk,N,,2,WI,Y
"UNIVERSITY ORTHOPEDICS, INC.",9931000395,RI,,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),N,,3,WI,Y
NORTH MISSISSIPPI MEDICAL CENTER INC,9931010600,MS,Y,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,N,54,,REG,Y
NORTH MISSISSIPPI MEDICAL CENTER INC,9931010600,MS,Y,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use  Screening,N,92,,REG,Y
NORTH MISSISSIPPI MEDICAL CENTER INC,9931010600,MS,Y,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,N,79,,REG,Y
AU MEDICAL ASSOCIATES,9931013513,SC,Y,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,N,52,,WI,Y
AU MEDICAL ASSOCIATES,9931013513,SC,Y,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,N,51,,WI,Y
